Gene_name,Protein_name_x,half_life_x,Protein_name_y,half_life_y,half_life_all_x,half_life_all_y,kdeg
YJR062C,P40354,23.19302272658182,P40354,6.86763,23.19302272658182,6.86763,0.10092960461759665
YJR063W,P32529,1.1157995925494169,P32529,7.347197,1.1157995925494169,7.347197,0.09434171706025377
YJR064W,P40413,1.6095075797848877,P40413,9.669077,1.6095075797848877,9.669077,0.07168700596343842
YJR065C,P47117,2.9722716915291,P47117,10.00107,2.9722716915291,10.00107,0.06930730217466184
YJR067C,P47118,1.797256960327967,P47118,9.161759,1.797256960327967,9.161759,0.07565656120838207
YJR068W,P40348,2.003677712904415,P40348,10.39691,2.003677712904415,10.39691,0.0666685756210206
YJR069C,P47119,2.0196033849262682,P47119,10.9286,2.0196033849262682,10.9286,0.06342506639093254
YJR070C,P47120,1.129108530028938,P47120,9.176397,1.129108530028938,9.176397,0.07553587541602061
YJR072C,P47122,1.2163837449683284,P47122,9.319348,1.2163837449683284,9.319348,0.07437721829466452
YJR073C,P05375,3.083880129235336,,,3.083880129235336,3.083880129235336,0.2247646314099163
YJR074W,P47123,1.9521968761850024,P47123,7.926689,1.9521968761850024,7.926689,0.08744473014646409
YJR075W,P47124,1.5249899514660066,P47124,5.576277,1.5249899514660066,5.576277,0.12430286023451584
YJR076C,P32458,2.5484633999277024,P32458,9.38409,2.5484633999277024,9.38409,0.07386408064713204
YJR077C,P23641,1.9606499603544667,P23641,7.856323,1.9606499603544667,7.856323,0.08822793825558665
YJR080C,P47127,4.612651765001324,P47127,7.578938,4.612651765001324,7.578938,0.09145703270826933
YJR082C,P47128,1.529495047318909,,,1.529495047318909,1.529495047318909,0.45318694020943756
YJR083C,P47129,2.707523371395119,P47129,13.13694,2.707523371395119,13.13694,0.052763214307132815
YJR088C,P47133,2.628556101619475,P47133,11.51948,2.628556101619475,11.51948,0.06017174217585736
YJR091C,P47135,3.553800972864299,P47135,5.786551,3.553800972864299,5.786551,0.11978589328253483
YJR092W,P47136,2.1497799918182663,P47136,0.9696148,2.1497799918182663,0.9696148,0.7148686061309556
YJR093C,P45976,1.809788696493884,P45976,8.32008,1.809788696493884,8.32008,0.08331015814270358
YPR043W;YJR094W-A,P0CX25,1.4928073444277374,,,1.4928073444277374,1.4928073444277374,0.46432460501168077
YJR096W,P47137,3.492891081273526,P47137,9.362967,3.492891081273526,9.362967,0.07403071916839452
YJR099W,P35127,2.945208279377016,P35127,13.49238,2.945208279377016,13.49238,0.05137323293295514
YJR100C,P47140,3.6304650004565007,P47140,8.408798,3.6304650004565007,8.408798,0.08243118464255476
YJR101W,P47141,2.799473188866205,P47141,9.979048,2.799473188866205,9.979048,0.06946025117425482
YJR103W,P38627,3.996984901802233,P38627,9.990865,3.996984901802233,9.990865,0.06937809494572746
YJR104C,P00445,2.0307930674371093,P00445,6.18442,2.0307930674371093,6.18442,0.11207957748017522
YJR105W,P47143,1.5406841386287602,P47143,8.081347,1.5406841386287602,8.081347,0.08577124340285665
YJR109C,P03965,1.0842432902744097,P03965,21.19864,1.0842432902744097,21.19864,0.03269771931406662
YJR111C,P47148,1.7454520592152973,,,1.7454520592152973,1.7454520592152973,0.397116137851167
YJR112W,P47149,2.1812254733078693,P47149,4.571316,2.1812254733078693,4.571316,0.15162967962834886
YJR113C,P47150,2.0967967759030213,P47150,6.082515,2.0967967759030213,6.082515,0.11395733188655438
YJR117W,P47154,2.5847197112484284,P47154,13.0954,2.5847197112484284,13.0954,0.052930584828256126
YJR118C,P47155,3.2033629632099214,,,3.2033629632099214,3.2033629632099214,0.21638109340734182
YJR121W,P00830,2.952904065296691,P00830,8.503993,2.952904065296691,8.503993,0.08150843733760663
YJR123W,P26783,1.5197242121584535,P26783,10.66078,1.5197242121584535,10.66078,0.06501843022367455
YJR125C,P47160,2.7787913710085554,P47160,7.667984,2.7787913710085554,7.667984,0.09039496959826016
YJR129C,P47163,1.4978538634855614,P47163,4.857375,1.4978538634855614,4.857375,0.14269995224991797
YJR131W,P32906,2.97602384112687,P32906,8.651632,2.97602384112687,8.651632,0.08011750621847362
YJR132W,P46970,1.4302253159894454,P46970,14.04781,1.4302253159894454,14.04781,0.04934200993321701
YJR133W,P47165,2.5060168301604673,P47165,7.574823,2.5060168301604673,7.574823,0.0915067164684832
YJR134C,P47166,2.5547273206943784,P47166,12.79557,2.5547273206943784,12.79557,0.0541708716813667
YJR135W-A,P57744,2.3752835447842937,P57744,5.420413,2.3752835447842937,5.420413,0.12787718953517846
YJR137C,P47169,1.6954278399777334,P47169,10.27852,1.6954278399777334,10.27852,0.06743647729049954
YJR139C,P31116,2.48361347391252,P31116,11.72815,2.48361347391252,11.72815,0.05910115240340082
YJR142W,P47173,4.813060973792887,P47173,12.65023,4.813060973792887,12.65023,0.05479324728166565
YJR143C,P46971,2.2105839213169163,P46971;REV__P38687,9.867316,2.2105839213169163,9.867316,0.07024678043755214
YJR144W,P32787,2.2936761020148344,P32787,11.34996,2.2936761020148344,11.34996,0.06107045139894284
YJR148W,P47176,3.6764163418611933,P47176,18.26364,3.6764163418611933,18.26364,0.0379523019814202
YKL001C,Q02196,1.3596686954548995,Q02196,,1.3596686954548995,1.3596686954548995,0.5097912328768013
YKL002W,P36108,2.6043135557824564,P36108,8.91225,2.6043135557824564,8.91225,0.07777465629442007
YKL005C,P36106,1.7147183454162587,P36106,4.970747,1.7147183454162587,4.970747,0.1394452746357731
YKL006C-A,P43682,2.805319172596717,P43682,11.18093,2.805319172596717,11.18093,0.06199369645994969
YKL006W,P36105,1.5262708297647785,P36105,9.690884,1.5262708297647785,9.690884,0.07152569162523721
YKL007W,P28495,3.1249988885407882,P28495,22.03358,3.1249988885407882,22.03358,0.03145867265146859
YKL008C,P28496,2.7450829499533054,P28496,6.328407,2.7450829499533054,6.328407,0.10952948831513921
YKL009W,P33201,1.055861102886892,P33201,9.856824,1.055861102886892,9.856824,0.07032155393663773
YKL010C,P33202,2.7185256497438046,P33202,7.692522,2.7185256497438046,7.692522,0.09010662310227326
YKL012W,P33203,1.929376959677793,P33203,12.38438,1.929376959677793,12.38438,0.05596946965128212
YKL013C,P33204,2.9033197564536493,,,2.9033197564536493,2.9033197564536493,0.2387429696709024
YKL014C,P34241,1.1636270315632118,P34241,7.144672,1.1636270315632118,7.144672,0.09701595546442794
YKL016C,P30902,2.647473230255759,,,2.647473230255759,2.647473230255759,0.2618146135109301
YKL017C,P34243,1.5025746931945352,P34243,17.94993,1.5025746931945352,17.94993,0.03861559240397847
YKL018W,P36104,1.761483324762846,P36104,13.81144,1.761483324762846,13.81144,0.050186452720349606
YKL019W,P29703,1.3261194619075178,P29703,9.598239,1.3261194619075178,9.598239,0.07221607844521744
YKL021C,P20484,1.1663896083156446,P20484,15.54285,1.1663896083156446,15.54285,0.044595886890753327
YKL023W,P36103,3.0593545703429053,P36103,9.359458,3.0593545703429053,9.359458,0.07405847438601094
YKL024C,P15700,1.7380550960977565,P15700,14.45668,1.7380550960977565,14.45668,0.04794649812819716
YKL025C,P36102,1.7493058955556933,P36102,8.616448,1.7493058955556933,8.616448,0.08044465428909282
YKL027W,P36101,1.6571224575206285,P36101,9.27199,1.6571224575206285,9.27199,0.07475711045416844
YKL028W,P36100,2.0261507922556934,P36100,8.152555,2.0261507922556934,8.152555,0.08502207964986992
YKL029C,P36013,1.9282371159923872,P36013,13.08703,1.9282371159923872,13.08703,0.05296443735209175
YKL032C,P33417,1.9345532683820248,P33417,6.50955,1.9345532683820248,6.50955,0.10648158176217178
YKL033W-A,Q86ZR7,1.9240871926747862,Q86ZR7,9.774556,1.9240871926747862,9.774556,0.07091341852867232
YKL035W,P32861,4.077199455356068,P32861,10.88557,4.077199455356068,10.88557,0.06367578184329763
YKL039W,P32857,3.084039218825759,P32857,9.569716,3.084039218825759,9.569716,0.07243132194936039
YKL040C,P32860,1.8469592520490488,P32860,7.84102,1.8469592520490488,7.84102,0.08840012913625335
YKL041W,P36095,2.353906993726664,P36095,12.73617,2.353906993726664,12.73617,0.05442351826019481
YKL042W,P36094,2.5950767411116082,P36094,6.604378,2.5950767411116082,6.604378,0.10495268147279659
YKL045W,P20457,0.937085211997241,P20457,4.384069,0.937085211997241,4.384069,0.15810590128940608
YKL047W,P36090,2.287135002416141,P36090,10.49011,2.287135002416141,10.49011,0.06607625473516916
YKL052C,P35734,2.587230026443617,P35734,8.856225,2.587230026443617,8.856225,0.07826666334244503
YKL053C-A,O60200,3.2703970773968964,O60200,6.157753,3.2703970773968964,6.157753,0.11256495357315328
YKL054C,P35732,1.9163189357319588,P35732,9.958977,1.9163189357319588,9.958977,0.06960023911692388
YKL056C,P35691,1.453125804898744,P35691,10.08863,1.453125804898744,10.08863,0.0687057787390305
YKL057C,P35729,1.9443421502725644,P35729,10.40667,1.9443421502725644,10.40667,0.06660604982765335
YKL058W,P32774,2.262632501717687,P32774,7.499974,2.262632501717687,7.499974,0.09241994446380018
YKL059C,P35728,1.7414365934371185,P35728,7.276687,1.7414365934371185,7.276687,0.09525587407565356
YKL060C,P14540,2.9980362597903363,P14540,12.00931,2.9980362597903363,12.00931,0.05771748589718688
YKL062W,P33749,1.3920731600570742,P33749,1.882639,1.3920731600570742,1.882639,0.3681784880478654
YKL063C,P35725,2.3710138013646564,P35725,7.03105,2.3710138013646564,7.03105,0.0985837365059195
YKL064W,P35724,6.27008918705602,P35724,16.78843,6.27008918705602,16.78843,0.0412871948454945
YKL065C,P35723,3.4334466856020125,P35723,8.191957,3.4334466856020125,8.191957,0.08461313707578608
YKL067W,P36010,3.603084306542957,P36010,10.71624,3.603084306542957,10.71624,0.06468193886661229
YKL068W,Q02629,1.7939161538468427,,,1.7939161538468427,1.7939161538468427,0.3863877244616882
YKL069W,P36088,2.5131926627304493,P36088,8.879546,2.5131926627304493,8.879546,0.07806110588986705
YKL073W,P36016,2.7114850381973734,P36016,13.05044,2.7114850381973734,13.05044,0.053112935698715544
YKL074C,P36084,1.0955514225911482,P36084,8.413106,1.0955514225911482,8.413106,0.08238897507768775
YKL075C,P36083,1.3674573101105705,P36083,4.929541,1.3674573101105705,4.929541,0.1406108967467651
YKL077W,P36081,2.133263482676652,P36081,7.943269,2.133263482676652,7.943269,0.08726220660032354
YKL078W,P36009,0.8401017273704232,P36009,6.511061,0.8401017273704232,6.511061,0.1064568709400734
YKL079W,P32364,2.1662351104401107,P32364,7.470033,2.1662351104401107,7.470033,0.09279037730622412
YKL080W,P31412,2.631218474033016,P31412,11.49703,2.631218474033016,11.49703,0.060289238225867486
YKL081W,P36008,1.5032316974616202,P36008,9.990129,1.5032316974616202,9.990129,0.06938320621885316
YKL082C,P36080,1.059645687206738,P36080,6.470782,1.059645687206738,6.470782,0.1071195383432706
YKL084W,P36078,,P36078,2.291052,2.291052,2.291052,0.30254537241404617
YKL085W,P17505,3.896125574647548,P17505,10.68305,3.896125574647548,10.68305,0.06488289211039407
YKL088W,P36076,2.405520981604675,P36076,10.83758,2.405520981604675,10.83758,0.06395774523094133
YKL091C,P33324,10.039048667501707,P33324,9.810286,10.039048667501707,9.810286,0.07065514507527562
YKL092C,P33314,1.981987065823613,P33314,8.985297,1.981987065823613,8.985297,0.07714237832761069
YKL094W,P28321,2.7352534237529404,P28321,11.55955,2.7352534237529404,11.55955,0.059963162974332504
YKL095W,P28320,1.00728559608125,P28320,3.774757,1.00728559608125,3.774757,0.18362696739417803
YKL096W,P28319,2.9713858847375825,P28319,0.5106541,2.9713858847375825,0.5106541,1.357371223612902
YKL099C,P34247,0.9865818146154011,P34247,5.678076,0.9865818146154011,5.678076,0.12207430484550494
YKL100C,P34248,2.3557991760351116,P34248,7.440162,2.3557991760351116,7.440162,0.09316291507630416
YKL101W,P34244,1.32704476852652,P34244,0.9699375,1.32704476852652,0.9699375,0.7146307680236564
YKL103C,P14904,8.168218738861807,P14904,16.62764,8.168218738861807,16.62764,0.041686443810423204
YKL104C,P14742,2.7014971991806247,P14742,13.05931,2.7014971991806247,13.05931,0.053076860918375116
YKL105C,P34250,2.6528348143867677,P34250,6.094167,2.6528348143867677,6.094167,0.11373944635254421
YKL106W,Q01802,3.162010282402708,Q01802,9.771689,3.162010282402708,9.771689,0.07093422442731705
YKL110C,P34253,,P34253,11.96374,11.96374,11.96374,0.05793733235258751
YKL112W,P14164,1.6744983687469035,P14164,6.395997,1.6744983687469035,6.395997,0.10837203028080614
YKL113C,P26793,1.859283866470633,P26793,8.827405,1.859283866470633,8.827405,0.0785221908998109
YKL114C,P22936,1.8661214121973098,P22936,9.066541,1.8661214121973098,9.066541,0.07645111631436347
YKL117W,P28707,2.739320726352573,P28707,9.88644,2.739320726352573,9.88644,0.07011089740694783
YKL119C,P32341,2.1241667388134338,P32341,4.373133,2.1241667388134338,4.373133,0.15850128056017168
YKL122C,P32342,1.8123923592576159,P32342,7.914114,1.8123923592576159,7.914114,0.08758367399811846
YKL126W,P12688,2.8466932589468614,P12688,8.344063,2.8466932589468614,8.344063,0.08307070315264221
YKL127W,P33401,2.520682773828172,P33401,9.694717,2.520682773828172,9.694717,0.07149741251445971
YKL128C,P36069,2.1941537007194096,P36069,18.75388,2.1941537007194096,18.75388,0.03696020133220141
YKL129C,P36006,3.5684929957826244,P36006,14.12223,3.5684929957826244,14.12223,0.04908199204799421
YKL130C,P36068,4.426859956058305,P36068,21.51813,4.426859956058305,21.51813,0.032212240587818054
YKL135C,P36000,2.351292243324439,P36000,12.61517,2.351292243324439,12.61517,0.05494552832502021
YKL137W,P36064,1.7030968930817734,P36064,1.566462,1.7030968930817734,1.566462,0.44249217699500226
YKL139W,Q03957,1.6873861315334773,Q03957,0.1939,1.6873861315334773,0.1939,3.5747662741616573
YKL140W,P34163,16.742747580196212,,,16.742747580196212,16.742747580196212,0.041399846544889624
YKL141W,P33421,3.5744341678181253,P33421,3.99578,3.5744341678181253,3.99578,0.1734698057850896
YKL142W,P35719,3.9915486824918673,P35719,11.21403,3.9915486824918673,11.21403,0.06181071216680759
YKL143W,P34078,0.9199550756155155,P34078,7.149261,0.9199550756155155,7.149261,0.09695368242395197
YKL145W,P33299,2.5815363499216772,P33299,11.03431,2.5815363499216772,11.03431,0.06281744672389532
YKL148C,Q00711,3.477735118929992,Q00711,10.21982,3.477735118929992,10.21982,0.06782381495563966
YKL150W,P36060,4.390678117724844,P36060,7.593922,4.390678117724844,7.593922,0.0912765736282181
YKL151C,P36059,13.136240095718271,P36059,7.841529,13.136240095718271,7.841529,0.08839439101225606
YKL152C,P00950,3.2911374078804676,P00950,13.87729,3.2911374078804676,13.87729,0.04994830983282365
YKL154W,P36057,2.2320191187036063,P36057,10.0774,2.2320191187036063,10.0774,0.06878234272331606
YKL155C,P36056,2.135221377853229,P36056,4.009955,2.135221377853229,4.009955,0.17285659828101446
YKL157W,P32454,3.564267405807783,P32454,10.14984,3.564267405807783,10.14984,0.06829143913204004
YKL160W,P36053,2.497319378238342,P36053,12.228,2.497319378238342,12.228,0.05668524538435928
YKL164C,Q03178,2.3765902022333627,,,2.3765902022333627,2.3765902022333627,0.29165616348521983
YKL165C,P36051,4.630310675620242,P36051,9.075162,4.630310675620242,9.075162,0.07637849115640528
YKL167C,P32388,2.601007709002462,P32388,4.414625,2.601007709002462,4.414625,0.15701156509555064
YKL170W,P35996,2.858829121986431,P35996,6.284418,2.858829121986431,6.284418,0.11029616116559168
YKL172W,P36049,1.0965147118472491,P36049,8.439698,1.0965147118472491,8.439698,0.08212938194707267
YKL173W,P36048,1.8600673396142802,P36048,8.332396,1.8600673396142802,8.332396,0.08318701854303916
YKL174C,P36029,,P36029,4.324373,4.324373,4.324373,0.16028848125727022
YKL175W,P34240,7.777280257378871,P34240,,7.777280257378871,7.777280257378871,0.0891246242415279
YKL179C,P34237,2.5186145791059165,P34237,10.92668,2.5186145791059165,10.92668,0.0634362112334163
YKL180W,P05740,1.5343310066208504,,,1.5343310066208504,1.5343310066208504,0.4517585694148912
YKL181W,P32895,1.3355506227109535,P32895,9.147252,1.3355506227109535,9.147252,0.07577654803431078
YKL182W,P07149,2.3756532767803353,P07149,12.11169,2.3756532767803353,12.11169,0.057229600539639415
YKL183W,P34234,1.5346393465995611,P34234,,1.5346393465995611,1.5346393465995611,0.4516678020121236
YKL184W,P08432,0.801549455017091,P08432,2.031195,0.801549455017091,2.031195,0.3412509289162022
YKL186C,P34232,2.0716984409072934,P34232,127.4621,2.0716984409072934,127.4621,0.005438064966448421
YKL190W,P25296,2.448771164755638,P25296,7.903769,2.448771164755638,7.903769,0.08769830957356488
YKL191W,P32461,1.0898625351867242,P32461,8.136247,1.0898625351867242,8.136247,0.08519249483944445
YKL192C,P32463,2.868298650921798,P32463,11.30133,2.868298650921798,11.30133,0.06133323958860995
YKL193C,P36047,3.7898386986383907,P36047,12.70861,3.7898386986383907,12.70861,0.054541541565910456
YKL195W,P36046,3.1781768878178096,P36046,8.256169,3.1781768878178096,8.256169,0.08395506203421288
YKL196C,P36015,2.0939228228159106,P36015,10.15694,2.0939228228159106,10.15694,0.06824370140612677
YKL197C,P24004,2.317644621198461,P24004,7.55182,2.317644621198461,7.55182,0.09178544782051813
YKL204W,P36041,2.218881805183232,P36041,8.204367,2.218881805183232,8.204367,0.0844851504765627
YKL205W,P33418,1.4060691644175893,P33418,7.935689,1.4060691644175893,7.935689,0.08734555758925851
YKL206C,P36040,3.2000310837908335,P36040,15.68109,3.2000310837908335,15.68109,0.04420274231956741
YKL207W,P36039,2.3657361477897094,P36039,11.41606,2.3657361477897094,11.41606,0.060716848068418115
YKL210W,P22515,2.764483815399446,P22515,9.151773,2.764483815399446,9.151773,0.07573911421971953
YKL211C,P00937,2.0853968002330125,P00937,13.47844,2.0853968002330125,13.47844,0.05142636540726859
YKL212W,P32368,2.3140163841302166,P32368,11.21444,2.3140163841302166,11.21444,0.06180845236676511
YKL213C,P36037,2.8076952630437404,P36037,12.70842,2.8076952630437404,12.70842,0.05454235700110205
YKL214C,P36036,2.196279005193916,P36036,7.585363,2.196279005193916,7.585363,0.0913795662198296
YKL215C,P28273,2.8239601518255215,P28273,10.34451,2.8239601518255215,10.34451,0.06700628454706364
YKL216W,P28272,1.1703980029200163,P28272,10.08668,1.1703980029200163,10.08668,0.06871906123322494
YKL218C,P36007,,P36007,45.95864,45.95864,45.95864,0.015081977633801723
YKR001C,P21576,2.720832805398241,P21576,12.04657,2.720832805398241,12.04657,0.057538965909793856
YKR002W,P29468,2.441916898623086,P29468,8.073317,2.441916898623086,8.073317,0.08585655444471527
YKR003W,Q02201,3.092300947257206,Q02201,7.701271,3.092300947257206,7.701271,0.09000425781146323
YKR006C,Q02204,2.437253925368174,Q02204,4.799339,2.437253925368174,4.799339,0.14442555121860434
YKR007W,Q02205,3.53810559676589,,,3.53810559676589,3.53810559676589,0.1959091275267581
YKR008W,Q02206,2.381452442536078,Q02206,9.811163,2.381452442536078,9.811163,0.07064882935488334
YKR010C,Q02208,2.5438713913693385,Q02208,6.980845,2.5438713913693385,6.980845,0.09929273326652364
YKR014C,P36018,2.472894942045157,P36018,6.826157,2.472894942045157,6.826157,0.10154281253125957
YKR016W,P36112,2.8883646754902284,P36112,7.931067,2.8883646754902284,7.931067,0.08739646009294151
YKR018C,P36114,2.7252772756489727,P36114,8.995579,2.7252772756489727,8.995579,0.07705420413293523
YKR020W,P36116,2.4215522605164193,P36116,5.043364,2.4215522605164193,5.043364,0.13743746843573956
YKR023W,P36119,2.0704350917418046,P36119,10.6582,2.0704350917418046,10.6582,0.06503416904917765
YKR024C,P36120,0.8511939981822848,P36120,8.022956,0.8511939981822848,8.022956,0.08639548572370898
YKR025W,P36121,1.3002238217705198,P36121,6.584918,1.3002238217705198,6.584918,0.105262841626873
YKR026C,P14741,1.863407418292807,P14741,12.95723,1.863407418292807,12.95723,0.05349501248028671
YKR028W,P36123,2.2886493682240787,P36123,8.585095,2.2886493682240787,8.585095,0.0807384403503916
YKR029C,P36124,1.5943021154408608,P36124,5.970388,1.5943021154408608,5.970388,0.11609751000436576
YKR035W-A,P69771,2.2762119443898676,P69771,7.70961,2.2762119443898676,7.70961,0.08990690586942081
YKR037C,P36131,3.224526656508204,P36131,92.55614,3.224526656508204,92.55614,0.007488937855013674
YKR038C,P36132,1.7598359103889296,P36132;REV__P36132,11.96353,1.7598359103889296,11.96353,0.05793834934671834
YKR042W,P36135,0.5756642901016337,P36135,0.5598004,0.5756642901016337,0.5598004,1.2382041537661375
YKR043C,P36136,1.7876441614061456,P36136,13.50461,1.7876441614061456,13.50461,0.051326708476582834
YKR046C,P36139,3.875510783467888,P36139,14.86319,3.875510783467888,14.86319,0.04663515574785395
YKR048C,P25293,1.8265501917462417,P25293,10.46648,1.8265501917462417,10.46648,0.06622543401028284
YKR049C,P36141,3.489910258125067,P36141,5.912388,3.489910258125067,5.912388,0.11723641624330901
YKR055W,Q00246,0.9543871371651056,Q00246,9.308633,0.9543871371651056,9.308633,0.07446283257272526
YKR056W,P33753,1.0023234242142922,P33753,7.46685,1.0023234242142922,7.46685,0.09282993237576023
YKR060W,P36144,1.1836874107723756,P36144,7.830923,1.1836874107723756,7.830923,0.0885141100940394
YKR062W,P36145,1.8252192469082886,P36145,5.588647,1.8252192469082886,5.588647,0.1240277263101329
YKR065C,P36147,2.631972792367014,P36147,8.959934,2.631972792367014,8.959934,0.07736074624656222
YKR066C,P00431,2.2557517328334225,P00431,7.851663,2.2557517328334225,7.851663,0.08828030196404829
YKR067W,P36148,3.4710198737901727,P36148,6.798349,3.4710198737901727,6.798349,0.10195816374827849
YKR068C,P36149,2.2055111307858435,P36149,13.27945,2.2055111307858435,13.27945,0.052196979585746796
YKR070W,P36151,4.916638450398809,P36151,7.897285,4.916638450398809,7.897285,0.087770313539393
YKR071C,P36152,0.740660911184913,P36152,2.551632,0.740660911184913,2.551632,0.2716485686650525
YKR072C,P36024,1.6788231080195049,P36024,9.045875,1.6788231080195049,9.045875,0.07662577479347717
YKR074W,P36154,2.3177635359234663,P36154,12.80323,2.3177635359234663,12.80323,0.05413846197873078
YKR076W,P36156,6.101038294230665,P36156,4.854628,6.101038294230665,4.854628,0.14278069927498982
YKR079C,P36159,1.2851255588332826,P36159,9.13168,1.2851255588332826,9.13168,0.07590576767472637
YKR080W,Q02046,3.855087111700205,Q02046,10.71453,3.855087111700205,10.71453,0.06469226186869095
YKR081C,P36160,0.9535707354273264,P36160,8.546155,0.9535707354273264,8.546155,0.08110631980814123
YKR082W,P36161,1.8320783380261725,P36161,8.407572,1.8320783380261725,8.407572,0.08244320483487329
YKR083C,P36162,2.947103309387618,P36162,7.704824,2.947103309387618,7.704824,0.0899627532776797
YKR084C,P32769,2.233803851183315,P32769,10.38328,2.233803851183315,10.38328,0.06675609061490641
YKR085C,P22354,2.1830618887097275,P22354,5.054149,2.1830618887097275,5.054149,0.13714419194209457
YKR090W,P36166,1.8237365513476136,P36166,5.683781,1.8237365513476136,5.683781,0.12195177480623291
YKR092C,P32583,1.1481077701718019,P32583,8.502118,1.1481077701718019,8.502118,0.08152641266093288
YKR093W,P32901,0.6766110260402579,P32901,1.576821,0.6766110260402579,1.576821,0.4395852037485201
YKR095W,Q02455,2.079598069655267,,,2.079598069655267,2.079598069655267,0.33330824387370567
YKR095W-A,Q3E833,1.9354540342589415,Q3E833,8.374447,1.9354540342589415,8.374447,0.08276930769995264
YKR099W,P22035,0.9848592764013325,P22035,5.863364,0.9848592764013325,5.863364,0.11821663818926223
YKR100C,P36169,1.521094375392975,P36169,2.787884,1.521094375392975,2.787884,0.2486284151564216
YLL001W,P54861,3.0951823951011006,P54861,10.60261,3.0951823951011006,10.60261,0.06537514636112667
YLL007C,Q07799,3.010788656902448,Q07799,8.417955,3.010788656902448,8.417955,0.08234151650370491
YLL008W,P32892,0.9651075122494192,P32892,7.63689,0.9651075122494192,7.63689,0.09076301747962132
YLL009C,Q12287,3.4052477662368963,Q12287,7.039588,3.4052477662368963,7.039588,0.09846416872122989
YLL010C,Q07800,1.8964357477282852,Q07800,2.88451,1.8964357477282852,2.88451,0.2402998015468642
YLL011W,P33750,0.9756580004169828,P33750,5.386013,0.9756580004169828,5.386013,0.12869393010376048
YLL013C,Q07807,2.064677744836761,Q07807,5.003854,2.064677744836761,5.003854,0.1385226628434693
YLL014W,Q12431,2.1914940395353866,Q12431,9.587447,2.1914940395353866,9.587447,0.07229736764750255
YLL015W,P14772,1.5659590105180519,P14772,4.184839,1.5659590105180519,4.184839,0.1656329384618967
YLL018C,P04802,2.0324602476424425,P04802,10.87614,2.0324602476424425,10.87614,0.06373099100967304
YLL021W,P23201,1.8223558982174897,P23201,8.824976,1.8223558982174897,8.824976,0.07854380346869445
YLL022C,Q12373,1.796784567213249,Q12373,6.163037,1.796784567213249,6.163037,0.11246844381429891
YLL023C,Q12164,3.8906958490498895,Q12164,9.194263,3.8906958490498895,9.194263,0.07538909650071413
YLL024C,P10592,2.7293385901915896,P10592,14.86194,2.7293385901915896,14.86194,0.046639078112275065
YLL026W,P31539,4.482784910471143,P31539,23.67922,4.482784910471143,23.67922,0.029272382306509474
YLL028W,Q07824,2.004849025155598,Q07824,1.926815,2.004849025155598,1.926815,0.359737276572969
YLL029W,Q07825,3.393462006683256,Q07825,30.52024,3.393462006683256,30.52024,0.02271106585531258
YLL034C,Q07844,1.1337625350572398,Q07844,8.698574,1.1337625350572398,8.698574,0.07968515075688788
YLL036C,P32523,1.9189609975030266,P32523,9.002183,1.9189609975030266,9.002183,0.0769976771811843
YLL038C,Q07872,2.7030200628377337,Q07872,12.47554,2.7030200628377337,12.47554,0.05556049522184573
YLL040C,Q07878,3.420279672955081,Q07878,10.20052,3.420279672955081,10.20052,0.06795214171041725
YLL041C,P21801,3.2059090642246053,P21801,11.75251,3.2059090642246053,11.75251,0.05897865056570429
YLL043W,P23900,2.0484727396746427,P23900,2.771048,2.0484727396746427,2.771048,0.25013900176393383
YLL045C,P29453,1.4863922275837957,P29453,10.0708,1.4863922275837957,10.0708,0.06882741992294011
YLL048C,P32386,1.8784260029316473,P32386,11.78972,1.8784260029316473,11.78972,0.05879250572192938
YLL050C,Q03048,3.0203430046993613,Q03048,11.19584,3.0203430046993613,11.19584,0.061911136686478664
YLR002C,Q07896,0.9553352958473235,Q07896,8.352577,0.9553352958473235,8.352577,0.08298602701417122
YLR003C,Q07897,1.2845907885197996,Q07897,10.23418,1.2845907885197996,10.23418,0.06772864856392455
YLR005W,Q04673,1.8049040548594575,Q04673,9.809275,1.8049040548594575,9.809275,0.07066242719874255
YLR008C,Q07914,1.7926087477373431,Q07914,7.556287,1.7926087477373431,7.556287,0.09173118762693175
YLR009W,Q07915,0.8775375206629559,Q07915,6.088447,0.8775375206629559,6.088447,0.11384630276981063
YLR015W,P43132,1.415548259666417,P43132,7.351595,1.415548259666417,7.351595,0.09428527830490463
YLR017W,Q07938,1.3204274167639434,Q07938,8.210852,1.3204274167639434,8.210852,0.08441842339381411
YLR018C,Q12445,1.9375652502237566,Q12445,8.804173,1.9375652502237566,8.804173,0.07872939122844874
YLR019W,Q07949,2.2724085643714105,Q07949,3.877551,2.2724085643714105,3.877551,0.1787590106641912
YLR022C,Q07953,1.6091889158382968,Q07953;REV__Q12298,12.36706,1.6091889158382968,12.36706,0.05604785458790895
YLR025W,P39929,2.4483559820020764,P39929,10.18886,2.4483559820020764,10.18886,0.06802990526515677
YLR026C,Q01590,2.1639385046435438,Q01590,7.86503,2.1639385046435438,7.86503,0.08813026530858055
YLR027C,P23542,2.693494838896253,P23542,12.70711,2.693494838896253,12.70711,0.05454797987582899
YLR028C,P54113,2.883266061397497,P54113,9.657938,2.883266061397497,9.657938,0.07176968629949222
YLR029C,P05748,1.52239857616672,P05748,9.816887,1.52239857616672,9.816887,0.07060763565475953
